Start String,Generated New Vocab,Attempts
schub,schuberti,0
schubotzi,,nan
sch,schki,0
sc,schi,0
sc,schi,0
schubotzi,,nan
schubo,schuborum,0
sc,schrikorum,0
dep,dephensis,0
depunct,depunctatus,0
depunc,depuncata,0
d,desi,0
de,densis,0
depunct,depunctatus,0
de,densis,0
dep,dephera,0
de,dex,0
depunct,depunctatus,0
yacuiens,yacuiense,7
yacuiensis,,nan
yacuien,,nan
yacuiensi,,nan
y,yanensis,0
yacuie,yacuies,14
yacui,,nan
ya,ya,0
yacu,yacu,0
yac,yaca,0
kopo,kopo,0
koponeni,koponenii,5
kopon,koponi,0
kopone,koponensis,0
kopon,koponi,0
kopon,kopon,0
kopo,kopongensis,0
kop,kops,0
kopone,koponensis,0
k,kebra,0
per,pera,0
per,pera,0
pe,pe,0
p,palis,0
perc,percei,0
pe,pema,0
pe,pe,0
percy,percyla,0
perc,percensis,0
per,pera,0
dunstani,dunstanicus,0
dunstani,dunstanicus,1
dunsta,dunstanica,0
dun,dung,0
dunstani,dunstanicus,0
dun,dun,0
dunst,dunsti,0
dun,dun,0
d,dominum,0
dun,dungu,0
fuscoma,fuscomaculata,0
fusco,fusco,0
fuscomaculatum,,nan
fuscomacul,fuscomaculata,0
fuscom,fuscomaculatus,0
fuscomaculatu,fuscomaculatus,0
fuscomac,fuscomaculatus,0
fuscomacu,fuscomaculatus,0
fuscomacula,fuscomaculata,0
fuscomaculat,fuscomaculatus,0
st,strana,0
str,strei,0
strab,strabile,0
stra,stra,0
stra,stra,0
s,sa,0
strab,strabilis,0
straba,strabal,0
strab,strabersi,0
str,strae,0
palik,palika,0
palikea,palikeae,0
palikea,palikeae,0
p,philus,0
pal,palis,0
pa,pa,0
pal,palis,1
pa,pa,0
palike,palikensis,0
pal,palyna,0
xiq,xiquiensis,0
xiquanens,,nan
xiqua,xiquaensis,0
xiqu,xiquensis,1
xi,xi,0
xiquane,xiquanense,2
xiquanen,,nan
xiquanensis,,nan
x,x,0
xiquanensi,,nan
zang,zangensis,0
zanghe,zanghe,0
zan,zani,0
zan,zani,0
zan,zanae,0
zang,zangensis,0
zangherii,,nan
zang,zangcha,0
zang,zangensis,0
zang,zangensis,0
trima,trima,0
trim,trim,0
tr,tralis,0
tri,trix,0
tri,trix,0
t,toni,0
t,theca,0
trima,trima,0
tr,trix,0
t,tus,0
coe,coensis,0
c,chio,0
c,chingensis,0
coen,coensis,0
c,che,0
coeno,coenoides,0
coe,coensis,0
coeno,coenoides,0
coenosa,coenosae,17
coeno,coenoides,0
simoni,simoniqu,7
si,,nan
simonis,,nan
simonis,,nan
simoni,simonita,12
simoni,,nan
simo,simorphus,0
simon,simona,0
si,,nan
sim,sim,11
b,berg,0
bimucronatu,bimucronatum,5
bimucronatus,,nan
bi,bi,0
bimucr,bimucris,0
bimu,bimus,0
bimucrona,bimucrona,0
bimucron,bimucroni,0
bimuc,bimuchi,0
bimucro,bimucrona,0
de,deri,0
dem,demi,0
demersa,demersae,0
demersa,demersae,0
demer,demeri,0
dem,demanni,0
d,desi,0
dem,demi,0
deme,demensis,0
de,derana,0
altim,altim,0
alt,altae,0
altimontan,altimontani,2
altimo,altimorpha,0
altimon,altimoni,1
altimont,altimonte,1
al,alo,0
altimontanu,,nan
altimonta,altimontai,2
a,ans,0
ha,hanga,0
haplotar,haplotarsalis,0
h,hua,0
haplota,haplotas,0
haplotars,haplotarsi,0
haplo,haploar,0
haplot,haplot,0
hap,hapensis,0
haplotarsa,haplotarsalis,0
hapl,haplorum,0
akha,akhanica,0
a,a,0
akh,akha,0
akh,akha,0
akhanii,,nan
a,a,0
akhan,akhaniensis,0
a,a,0
akhani,akhanica,0
a,a,1
calcitr,calcitrai,0
calcitrans,,nan
calci,calcis,0
c,chio,0
calcitra,calcitra,0
ca,ca,0
calcitran,calcitranus,1
calc,calcae,0
calcit,calcito,0
cal,calis,0
she,sheri,0
s,soni,0
she,shev,0
s,s,1
she,sheri,0
she,sher,0
sheba,shebar,1
s,singa,0
sh,sharti,0
sh,shernorum,0
alp,alpi,0
alpinu,,nan
alp,alpis,0
alpinus,,nan
alpin,alpin,16
alpinus,,nan
a,abelmensis,0
alpinus,,nan
alp,alpis,1
alpinus,,nan
vassununga,,nan
vass,vassi,0
vassunung,vassunungensis,1
vassunu,vassunungae,0
vassu,vassus,0
vassunun,vassunun,0
vas,vasi,0
v,vertoi,0
va,va,0
vassun,vassungensis,0
p,poise,0
po,po,0
pougnet,pougnethae,1
pou,pourii,0
pougneti,pougnetii,9
pougne,pougnei,0
pougne,pougnei,0
poug,pougi,0
p,pedatus,2
pougneti,pougnetie,0
pe,pensis,0
p,pashan,0
pen,pensis,0
pen,pensis,0
pentodon,pentodong,15
pentodo,pentodos,0
pentod,pentode,0
pentodon,pentodong,3
pentod,pentod,0
pe,pensis,0
flavocin,flavocina,6
flavo,flavoratum,0
flavoci,flavocilia,0
flavoc,flavocalcaratus,0
flavocinct,,nan
flav,flavorum,0
fl,fleri,0
f,fi,0
fla,fla,0
flavocincta,,nan
gibber,gibbero,0
gibb,gibbi,1
g,ga,0
gibbe,gibbe,0
gibber,gibberg,0
gi,gi,0
gibber,gibberg,0
gibber,gibbersi,0
g,gorum,0
gi,gi,0
se,sensis,2
seneg,senegalis,0
senegalensis,,nan
senegalensi,,nan
sene,senes,0
sen,senae,0
senegalens,,nan
s,strina,0
senegal,senegal,0
senegale,,nan
katy,katy,0
katy,katy,0
ka,ka,0
kat,katana,0
kat,katana,0
k,ka,1
katy,katy,0
katya,katya,0
ka,ka,0
kat,katana,1
f,ffei,0
flora,,nan
flor,florum,0
flora,,nan
flo,florfi,0
fl,fleri,0
flor,florum,0
fl,flei,0
flora,,nan
flora,,nan
p,palayum,0
pelz,pelzella,0
pelze,pelzei,0
pel,pelae,0
pelzel,pelzeli,0
pel,peldi,0
pe,pe,0
pelzel,pelzeli,0
pelzelni,pelzelniki,13
pelzel,pelzeli,0
pon,poni,0
ponan,ponana,0
pon,poni,0
pona,pona,0
po,po,0
ponanga,,nan
ponang,ponang,0
pona,pona,0
ponan,ponani,0
ponan,ponana,0
hippore,hipporensis,0
hi,hi,0
hipp,hippi,0
hip,hipus,0
hipporeg,hipporegi,0
hippo,hippoi,0
h,huachi,0
hipporegia,hipporegiana,5
hippor,hipporum,0
hipporegi,hipporegi,0
j,junae,0
jimredneri,,nan
jimr,jimrhai,0
jim,jim,0
jimredner,jimrednerdi,13
jimredn,jimredni,0
jimre,jimre,0
jimred,jimredi,0
ji,jinae,0
jimredne,jimrednei,0
sh,shi,0
shan,shan,3
shan,shangensis,1
shangr,shangri,0
shangri,shangri,0
sha,shanica,1
s,strurus,0
sha,shanica,0
shangrila,shangrilae,0
s,sburensis,0
nelli,,nan
ne,neus,0
nel,nel,0
ne,ne,0
nell,nella,0
ne,nezi,0
n,nguuc,0
nell,nella,0
ne,nes,0
ne,nensis,0
v,villawesi,2
vega,,nan
v,ventinus,0
ve,ve,0
veg,vegi,0
veg,vegi,0
vegas,vegasi,10
veg,vegae,0
vega,vegae,0
vegas,vegasi,7
pugi,pugi,0
pugilis,,nan
pug,pugensis,0
pugilis,,nan
pug,puga,0
pu,pun,1
pugi,pugiensis,0
p,pooriana,0
pugilis,,nan
pu,pulata,1
ku,ku,0
kugitangi,kugitangi,0
k,ki,0
kug,kugi,0
kugitangic,kugitangicus,0
kugitangica,,nan
kugitan,kugitanicus,0
kugit,kugitanica,0
kugita,kugita,0
kugitang,kugitang,0
se,sensis,0
semili,semili,0
semilimba,semilimba,0
sem,semae,0
semil,semil,0
semilimbat,semilimbathi,0
semi,semina,0
semilimb,semilimbio,0
semilim,semilim,0
s,sarensis,1
mura,murai,1
mur,murensis,0
muralico,,nan
muralicol,,nan
muralic,muralica,0
m,mitanensis,1
murali,murali,17
mu,mur,0
mural,mural,0
muralicola,,nan
sche,schevi,0
schen,schensis,0
schen,schensis,0
schenke,schenkei,0
schenke,schenkeae,0
schenke,schenkei,0
schen,schensis,0
sche,schevi,0
schenkel,schenkellei,0
s,sitana,0
pseudovagans,,nan
pseud,pseudae,0
pseudova,pseudovae,0
pseudovag,pseudovagi,0
pseudov,pseudovae,0
pseudovaga,pseudovaga,0
pseudovagan,pseudovagana,0
pseu,pseus,0
pse,pse,0
ps,ps,0
a,antegalia,1
aos,aos,0
ao,aoi,0
aosen,aosensis,0
a,anoensis,0
aos,aosima,0
aosen,aosensis,0
aos,aos,0
aos,aos,0
aosen,aosensis,0
tigr,tigri,0
tig,tigularis,0
tigr,tigri,0
tig,tigera,0
tigre,tigres,3
tig,tigulum,0
ti,tia,0
ti,tiba,0
tig,tigua,0
tigre,tigrensis,0
mene,meneri,0
menemer,menemeri,0
menemere,menemerensis,0
meneme,menemeri,0
men,mengi,0
menemerella,,nan
menemerel,menemerelseni,0
menemerell,menemerellus,2
me,meralis,0
menem,menemi,0
athl,athlingi,0
athleticu,athleticum,0
ath,athii,0
athletic,athletica,0
at,atla,1
a,a,0
athle,athle,0
athleticus,,nan
athlet,athleti,0
athleti,athleti,0
apot,apot,0
apotheti,apotheti,0
a,ariosa,1
apoth,apothorax,0
apothetic,apotheticus,1
apothetica,,nan
apothet,apothete,0
apothe,apothesi,0
ap,apensis,0
apo,apola,0
niphoco,niphocoma,0
niphocosm,niphocosmus,2
niphocosmum,,nan
niphoc,niphoca,0
niphocos,niphocos,0
nipho,niphora,0
niphocosmu,niphocosmus,0
n,nei,0
nip,nipes,0
ni,nii,0
zabalet,zabaletae,0
zabalet,zabaleti,0
z,zan,0
zaba,zabal,0
zabaleta,zabaletae,0
zabalet,zabaletae,0
zabale,zabalensis,0
zabal,zabalii,0
zabaleta,zabaletae,0
zabalet,zabaletoae,0
bra,brami,0
br,brksi,0
branta,brantana,0
br,bronkevi,0
br,broki,0
b,bari,1
bra,braeus,0
bra,bra,0
branta,brantana,0
bra,braticus,0
fu,fus,0
furcu,furcus,1
furculo,furculosa,0
f,ferna,0
furculos,furculosum,0
furculosu,furculosum,2
furc,furcus,0
furcul,furculus,0
furculosus,,nan
fur,furi,7
yas,yasaka,0
yasu,yasu,0
yas,yas,1
yasudai,,nan
yas,yas,0
yas,yasa,0
yasud,yasuda,0
yasu,yasui,0
ya,ya,0
yasudai,,nan
t,toni,0
tinalandi,tinalandi,0
tinal,tinal,0
tinala,tinala,0
tinaland,tinaland,0
tinalandia,,nan
tina,,nan
ti,tibia,0
tinalan,tinalana,0
tin,tin,0
plan,planae,0
pla,pla,0
planu,,nan
plan,planae,0
planu,,nan
pla,pla,0
pl,plesa,0
planus,,nan
planus,,nan
plan,planae,0
fl,fleri,0
flavifr,flavifrei,0
flavi,flavis,0
flav,flavo,1
flavifron,,nan
fla,flana,0
flavifrons,,nan
flavif,flaviferae,0
f,formis,0
flavifro,flavifroma,7
r,ra,0
rio,rioides,0
ri,ri,0
rio,rioides,1
ri,ri,0
rio,rioides,0
ri,ri,0
ri,ri,0
rio,rioides,0
ri,ri,0
robertoi,,nan
rober,roberi,0
robe,robe,0
roberto,roberto,0
robe,robero,0
r,runda,0
robertoi,,nan
ro,ro,0
ro,roides,0
robert,roberts,4
la,lae,17
laura,laurai,1
laura,laurai,2
laura,laurai,1
lau,laut,0
laura,laurai,2
l,landi,1
l,longicola,0
laur,lauri,0
laur,lauri,0
fur,furu,4
fu,fus,0
furcatella,,nan
furca,furcatu,12
furcate,furcate,0
furcatel,furcatellus,0
f,ferna,0
furcatell,furcatellus,0
furc,furci,0
furcat,furcati,9
rem,remi,0
reme,remeni,0
remed,remedi,0
remed,remedi,0
remediu,remediu,0
remedi,remedi,0
remedius,,nan
re,rea,0
re,rensis,0
remedi,remedi,0
m,ma,1
mit,mitae,0
mitific,,nan
mitific,,nan
mitifi,mitifir,4
mitifica,,nan
mi,milae,3
mit,miti,1
mitif,mitiformis,0
mitifi,mitifidus,0
a,acum,0
armatissimu,armatissimum,1
armatiss,armatissa,0
ar,are,0
armatissimus,,nan
arma,armai,0
armatis,armatis,0
armati,armati,0
armat,armat,2
armatissim,armatissimum,0
uzag,uzaguensis,0
uzaga,,nan
uza,uzalii,0
uza,uzai,0
uzaga,uzagai,11
uza,uzai,0
uzaga,uzagai,10
uzaga,uzagai,2
uz,uzu,0
u,us,0
bi,bia,0
bic,bicus,0
b,bah,0
bicurvata,,nan
bicurvata,,nan
bicur,bicura,0
bicu,bicus,0
bicur,bicura,0
bicu,bicus,0
bicur,bicuralis,0
signiventr,signiventrim,19
signiv,signiva,0
sig,sigaticus,0
signivent,signiventis,2
signi,signita,0
s,sonensis,1
signiventris,,nan
sign,signimus,0
si,siria,5
signiven,signivens,0
demerara,demerarai,1
demer,demeri,0
demerarae,,nan
deme,demensis,0
demerara,demerara,0
dem,dem,0
demer,demeri,0
demerara,demerara,0
demerar,demeraria,0
d,decortatus,0
shuquiang,shuquiang,0
s,scundrai,0
shuquian,shuquian,0
shu,shung,0
shuqui,shuqui,0
shuquiangli,shuquianglia,0
shuquia,shuquia,0
shuqu,shuqu,0
shuquiangl,shuquiangleni,0
sh,shari,0
warden,wardensis,0
warden,wardensis,0
w,wensis,0
wardeni,wardenia,1
wardeni,wardeniensis,3
wardeni,wardenie,2
w,wea,0
war,war,0
warden,wardensis,1
wardeni,wardenii,6
i,i,0
isla,islani,0
islamita,islamitae,0
islami,islamii,0
is,is,0
islami,islamira,0
isla,islae,0
isl,islae,1
islam,islama,0
islam,islam,0
puc,pucensis,0
pucu,pucu,0
p,phas,0
pucuna,,nan
pucuna,,nan
p,philum,0
pucun,pucun,0
puc,puca,0
puc,puchi,0
pu,pulata,0
misch,mischae,0
mis,mishae,0
mi,mica,2
m,marica,0
misch,misch,0
misch,misch,0
mis,misha,0
mis,mishami,0
misc,misca,0
m,manne,0
semicastaneus,,nan
semicastane,semicastanes,0
semic,semicum,0
sem,semae,0
semicas,semicas,0
semicastaneu,,nan
s,shnani,0
semica,semica,0
semi,seminae,0
semicastan,semicastana,0
ar,are,0
ara,ara,0
ara,ara,0
arawak,arawaka,0
ar,are,0
arawakan,arawakana,0
araw,arawai,0
arawa,arawani,0
arawak,arawaka,2
a,ae,0
heizerensi,,nan
h,hammatus,1
heizerensis,,nan
he,he,0
heiz,heizi,0
hei,hei,0
heizere,heizerei,1
heize,heizei,0
heizerens,,nan
heizer,heizeri,0
orph,orphi,0
orpheu,,nan
orp,orpon,0
orphe,orphestae,0
or,or,0
o,onense,0
orp,orphi,0
orph,orphus,0
orph,orphes,0
orp,orphi,0
hamaens,,nan
hamaen,,nan
hama,hamae,0
hamaen,,nan
ham,hami,0
hamaens,,nan
hamaen,,nan
ham,hamitoi,0
h,hua,1
hamae,hamae,0
pi,piosa,0
pi,pillis,0
pictipe,pictipedellum,6
pictipes,,nan
picti,pictis,1
pictipe,pictiped,7
pictipes,,nan
pict,picts,11
pictip,,nan
p,pidus,0
torsivoide,,nan
t,tionis,0
torsivoid,,nan
torsi,torsis,0
torsivo,torsivorum,0
tor,torum,0
torsivoi,torsivoi,0
tors,tors,0
torsivoides,,nan
torsiv,torsiventris,0
nicolas,nicolas,0
nicolas,nicolas,0
n,na,0
nicol,nicola,0
nic,niceps,0
nic,niceps,0
nicola,nicola,0
nico,nicola,0
nicolasi,nicolasi,0
nico,nicola,0
auctif,auctiformis,0
auctificus,,nan
au,au,0
a,a,0
auctifi,auctifis,0
auctificu,auctificum,5
aucti,aucti,0
auc,auci,0
auct,aucti,0
auctific,,nan
m,mak,0
melliss,mellissia,0
mellissi,mellissima,0
mellissi,mellissima,0
mellissi,mellissima,0
mellis,mellis,0
me,meriana,0
mell,mellaensis,0
melli,mellis,0
mellis,mellisi,0
garrafensis,,nan
garra,garrae,0
garrafen,garrafense,7
ga,gatus,0
garr,garrei,0
g,ger,0
garraf,garraf,0
garrafe,garrafer,0
gar,gar,0
garrafensi,,nan
okor,okorum,0
okoros,okoros,0
okorosav,okorosavo,1
oko,oko,0
okorosav,okorosavu,0
okorosav,okorosava,0
okorosa,okorosanensis,0
okorosa,okorosanensis,0
okoro,okoro,0
ok,oka,0
anom,anoma,0
anomid,anomidgi,0
an,angi,1
anomi,anomii,0
anom,anoma,0
an,antensis,0
anom,anoma,0
ano,anolyi,0
anomid,anomidgi,0
ano,ano,0
c,cus,0
cress,cressi,2
cressa,cressae,3
cr,cre,0
cres,cres,0
c,chellana,1
cress,cressi,1
cress,cressi,1
cress,cressae,6
cr,crentis,3
sin,sini,0
s,strum,0
si,siria,4
sino,sinorum,0
si,sir,9
sino,sinoma,0
sino,sino,0
sinop,sinoplinae,0
si,sir,0
sin,sini,0
trico,tricola,0
tricol,tricola,0
t,thorax,0
tricoloripes,,nan
tricoloripe,,nan
tricolorip,tricoloripens,6
tr,trix,0
tricolori,tricoloris,0
tricolor,tricoloritas,0
tri,trix,0
rufi,rufissa,0
ru,rum,0
r,rus,0
rufisque,rufisquensis,0
ru,rum,0
rufi,rufis,0
ruf,rufris,3
ru,rus,0
rufisque,rufisquensis,1
ruf,rufer,0
scapulat,scapulata,0
scapula,scapulata,10
scapul,scapul,0
sc,schti,0
scapulatus,,nan
scap,scapia,0
sca,sca,0
s,strama,0
scapu,scapua,0
scapulatu,scapulatum,0
matura,matura,0
m,ma,0
maturata,,nan
ma,ma,0
ma,ma,0
matur,matur,0
matur,matura,0
matur,matura,0
matur,matura,0
matu,matus,0
cor,corum,0
cornifr,cornifromis,1
corn,corns,0
cornifrons,,nan
cornifron,,nan
cornif,cornifera,0
co,co,0
c,chagensis,0
corni,,nan
cornifro,,nan
mon,mon,0
monacan,monacana,0
monacanthu,monacanthus,7
monacanth,monacantha,0
monac,monaca,0
mo,mo,0
mona,,nan
monacanthum,,nan
monacant,monacanthi,0
m,milta,1
c,chi,0
cyanog,cyanogus,0
cyanognathus,,nan
cyanognat,,nan
cyan,cyanensis,0
cy,cya,0
cyanognath,,nan
cyano,cyano,0
cyanogna,cyanognadha,5
cyanogn,,nan
min,mingo,0
minus,minus,0
m,ma,1
mi,miensis,0
minusculu,,nan
minuscu,minuscus,0
minuscul,minusculatus,11
minusculus,,nan
minusc,minusca,2
minu,minus,0
ariadnae,,nan
ariadn,ariadnei,0
aria,aria,0
ar,are,0
ariadna,,nan
ariadnae,ariadnaehengi,9
ariad,ariada,0
ariadn,ariadnegi,1
ari,arii,0
a,ama,0
qua,qua,0
quadrivulv,quadrivulvae,0
quadr,quadri,0
quadrivulvat,quadrivulvat,0
quadrivulva,quadrivulva,0
qu,qu,0
quadrivu,quadrivus,0
quad,quada,0
quadrivulvata,quadrivulvatai,0
quadrivul,quadrivulvus,0
vi,via,0
vis,visvi,8
v,vatsi,0
vi,viana,0
vi,via,0
vi,vi,0
visit,visitilis,0
visite,visiter,0
visi,visi,0
v,villei,2
d,decimguttata,0
dag,daguensis,0
dagostin,dagostina,0
dagosti,dagosti,0
da,da,0
dago,dago,0
dagostinae,,nan
dagost,dagostensis,0
dagostina,dagostina,0
dagos,dagos,0
cultri,cultris,0
cultridens,cultridensis,0
cultride,cultrides,0
cultr,cultra,0
cul,culata,0
c,cho,0
cult,cultrari,5
cultrid,cultridus,0
cu,cum,0
cultriden,cultridensis,0
zeb,zebensis,0
zebrin,zebrinae,2
zebrina,zebrinae,0
z,zonica,0
zebrina,,nan
zebrina,,nan
zebrina,zebrinae,10
zebrin,zebrinai,5
zeb,zebi,0
zebrina,,nan
fai,fai,0
faisalabadens,,nan
f,folius,1
faisalabadensi,,nan
faisal,faisali,0
faisalabade,faisalabadea,18
faisalabad,faisalabad,0
faisalabaden,,nan
faisa,faisae,0
fa,fasius,0
curv,curvi,0
curvilinea,curvilinea,0
curvil,curvilus,0
curvili,curvilis,0
curvilineatu,curvilineatum,7
curvilineatus,,nan
curviline,curvilines,0
cur,cura,0
curvi,curvi,0
cu,cu,0
phaeo,phaeoides,0
phae,phae,0
phaeoch,phaeochira,0
ph,phus,0
p,pothecia,0
phaeoc,phaeochroi,0
phaeochor,phaeochorus,0
phaeocho,phaeochorum,0
pha,phaldae,0
phaeochorda,,nan
crassi,crassis,0
crassibulb,crassibulbis,0
c,chay,0
crassibul,crassibula,0
crassibu,crassibum,0
cra,cra,0
cras,cras,0
crassib,crassiber,0
crass,crassum,0
crassibulba,,nan
longicymbiali,,nan
longi,longis,0
l,landi,0
longic,longica,0
longicymbia,,nan
longicymbial,longicymbial,2
lon,loni,0
lo,los,0
longicym,longicymi,0
long,long,1
orin,orinae,6
o,ol,0
orine,orinensis,0
ori,orium,0
orin,orini,2
orin,orini,6
o,on,0
o,omarkovi,0
orine,orinensis,0
orines,,nan
nig,nigera,0
nigricu,nigriculans,7
nigricula,,nan
nigr,nigri,0
ni,ni,0
nigric,nigrica,0
nigric,nigrica,2
nigricula,,nan
nigr,nigre,0
nigricul,nigriculdos,0
cor,corum,0
co,co,0
corticeus,,nan
cortic,corticus,0
corticeu,,nan
corticeus,,nan
c,chianensis,0
c,chong,2
corti,corti,0
corticeus,,nan
dod,dodensis,0
dod,dodorum,0
do,do,0
dod,dodor,0
dodo,dodorum,0
do,do,0
do,dops,0
d,djae,0
d,dadii,0
dodo,dodovilla,0
sidel,sidelae,1
sidella,sidellata,12
sid,sidani,0
s,sus,0
sidel,sidelgensis,1
sidella,sidellata,17
sidell,sidelli,1
side,sides,0
sidell,sidellii,0
s,sangensis,0
l,landica,0
lasal,lasali,0
lasalana,,nan
la,lae,16
l,landica,0
la,laae,18
las,lasvi,0
lasalan,lasalanu,3
las,lasviari,0
lasalana,,nan
flab,flabilis,0
flabellatu,,nan
fl,fla,0
f,fensa,1
flabellatus,,nan
flabell,flabellana,4
flabellat,flabellatami,11
flabella,,nan
flabel,flabel,0
fla,fla,0
anjozor,anjozorum,0
anjozoro,anjozoro,0
anjoz,anjozi,0
anjozorobe,anjozorobensis,0
anjo,anjoru,0
a,a,0
anjozorob,anjozoroba,0
anj,anjang,0
an,antaevi,0
anjozo,anjozo,0
evan,evanum,0
evans,evansensis,0
ev,evi,0
evansi,,nan
ev,evi,0
evan,evana,0
eva,evaria,6
ev,evi,0
e,ensis,0
evan,evanus,0
dean,dean,0
de,derata,0
de,derdae,0
deang,deang,0
deang,deang,0
d,demoralis,0
dean,deanae,0
deangia,deangiae,2
dea,deae,3
dea,deae,1
seve,seve,0
sevegn,sevegnae,0
sevegnaniae,,nan
se,sensis,1
sevegna,sevegna,0
s,s,1
sevegnan,sevegnani,0
sev,sevi,0
sevegnania,sevegnania,0
seveg,sevegale,0
rubripl,rubriplus,0
rubriple,rubripleus,0
r,rim,2
rubrip,rubripica,4
ru,rus,0
rub,rub,0
rubri,rubrithana,0
rubripleur,rubripleurus,3
rubr,rubris,0
rubripleura,,nan
watari,wataris,1
w,wadiensis,0
wa,wai,2
wat,wata,0
watari,wataris,8
watarii,,nan
watar,watarseni,1
watarii,,nan
watarii,,nan
watarii,,nan
p,petti,0
pseudoferrugine,pseudoferrugineum,1
pseu,pseus,0
pse,pse,0
pseudofe,pseudofemoratus,0
pseudoferrugin,pseudoferrugina,0
pseudoferrugi,pseudoferrugis,0
pseudoferrug,pseudoferrugi,0
pseudo,pseudosus,0
pseudof,pseudofuni,0
vainuia,vainuiae,7
va,va,0
vainuia,vainuiae,1
vainui,vainui,0
vainu,vainus,0
v,villeti,0
vainuia,vainuiae,4
va,va,0
va,va,0
vainuia,vainuiai,0
alpi,alpi,0
alpig,alpiga,0
al,aly,1
alpigen,alpigensis,0
alpigenoi,,nan
alpige,alpigera,0
alpigeno,alpigeno,0
a,aldae,1
alp,alpiba,0
alpigenoides,,nan
rastru,rastruna,0
r,randus,0
rast,rasta,0
ras,rasi,0
rastrum,,nan
rastrum,,nan
rast,rastus,0
r,rabilis,0
ra,ra,0
rast,rasta,0
paucisp,paucispaa,1
pauc,pauchi,0
pauci,pauci,0
p,picus,0
paucispina,,nan
pau,pauri,5
pa,pa,0
paucispi,paucispida,0
paucis,paucis,0
paucispin,paucispinum,0
hip,hipus,0
hip,hipus,0
hip,hipus,0
hippi,hippi,0
hippie,hippiensis,0
hippi,hippi,0
hipp,hippi,0
h,huangbi,0
h,huaensis,0
hippie,hippiensis,0
b,boricus,1
bal,bal,0
baline,balinea,0
b,barensis,1
balin,balina,0
bali,balis,0
ba,banus,0
bali,balis,2
b,burnei,0
baline,baline,0
l,lineae,0
laniu,laniu,7
lani,lani,0
laniu,laniu,8
laniu,laniu,6
la,,nan
laniu,,nan
laniu,,nan
la,laya,3
lan,lang,0
lyug,lyuge,0
lyugadinu,,nan
l,lae,0
lyugadin,lyugadin,0
lyuga,lyuga,0
ly,lypus,0
lyugad,lyugadrina,0
lyugadinus,,nan
lyu,lyui,0
lyugadi,lyugadi,0
tenebrosus,,nan
tenebro,tenebroi,1
ten,tens,0
te,tensis,0
tenebr,tenebri,0
tene,tenensis,0
teneb,tenebalis,0
t,thorax,1
tenebrosu,tenebrosum,1
tenebros,,nan
guangxicu,,nan
guangxic,guangxica,1
gu,guunensis,1
g,gaster,1
gua,gua,0
guangx,guangxiani,0
guangxi,guangxiani,4
guangxicus,,nan
guan,guana,0
guang,guang,0
s,sian,0
sa,sa,0
sara,sara,0
sarahcrewsae,,nan
sarahc,sarahchi,0
sarahcrew,sarahcrewei,0
sarahcr,sarahcrimti,0
sarahcrews,sarahcrewsi,0
sarahcre,sarahcre,0
sar,sarim,0
cuneatu,,nan
cun,cuna,0
cun,cun,0
cu,cula,0
cunea,cunea,0
c,chelli,0
cunea,cunea,0
cune,cunensis,0
cune,cunensis,0
cuneatus,,nan
coottha,cootthani,4
coott,cootta,0
coo,coo,0
co,coba,0
c,chaensis,0
cootth,cootthani,0
cootth,cootthanica,2
coo,coonis,0
coott,cootta,0
cootth,cootthi,0
blanc,blanchi,0
bl,bli,0
bl,blii,0
blanc,blanchi,0
bla,blae,0
bla,blaomi,0
bla,bla,1
blanco,blancoi,0
b,barsanensis,1
b,batina,0
valqu,valqui,0
va,va,0
valquiri,valquiri,0
valq,valqa,0
valquir,valquiri,0
valqu,valqui,0
val,valei,0
valquiri,valquiri,0
va,va,0
v,versi,0
lacte,lacteolus,0
lac,laci,0
lact,lacticus,3
lac,lachi,0
la,lake,7
lacteus,lacteuseae,9
lacteus,lacteusi,7
lacteus,lacteuse,1
lacte,lactei,0
l,lkai,1
consuelo,consuelorum,1
consue,consuensis,0
con,cons,0
c,chourensis,0
consuel,consuello,0
consuelo,consuelomes,1
consuelo,consuelotes,5
co,cobala,0
cons,cons,0
con,coni,0
schubo,schuborum,0
sc,schae,0
schub,schuberti,0
schubotzi,,nan
sch,scheri,0
sc,schensis,0
sc,scutta,0
schubotzi,,nan
schubo,schubochi,0
sc,schi,0
dep,depra,0
depunct,depunctata,0
depunc,depunctatus,0
d,dae,0
de,deria,0
depunct,depunctatus,0
de,deri,0
dep,dephae,0
de,deum,0
depunct,depunctatus,0
yacuiens,,nan
yacuiensis,,nan
yacuien,yacuiens,19
yacuiensi,,nan
y,yndorum,3
yacuie,yacuie,9
yacui,,nan
ya,ya,0
yacu,yacu,0
yac,yacus,0
kopo,kopo,0
koponeni,koponenii,13
kopon,kopon,0
kopone,koponensis,0
kopon,koponi,0
kopon,koponi,0
kopo,koporum,0
kop,kop,0
kopone,koponensis,0
k,kovi,0
per,pera,0
per,pera,0
pe,pe,0
p,pieus,0
perc,perce,0
pe,pe,0
pe,pera,0
percy,percyla,0
perc,percae,0
per,pera,0
dunstani,dunstanicus,1
dunstani,dunstanicum,1
dunsta,dunstanica,0
dun,dun,0
dunstani,dunstanicus,0
dun,dung,0
dunst,dunstoni,0
dun,dun,0
d,diensis,0
dun,dun,0
fuscoma,fuscomaculata,0
fusco,fuscoralis,0
fuscomaculatum,,nan
fuscomacul,fuscomaculatus,0
fuscom,fuscomaculata,0
