Start String,Matched Vocab,Attempts
pona,,nan
po,poya,8
ponanga,ponanga,1
ponang,ponanga,3
pona,,nan
ponan,,nan
ponan,,nan
hippore,,nan
hi,,nan
hipp,hippie,20
hip,,nan
hipporeg,,nan
hippo,,nan
h,,nan
hipporegia,hipporegia,2
hippor,,nan
hipporegi,hipporegia,8
j,,nan
jimredneri,jimredneri,1
jimr,,nan
jim,jima,1
jimredner,jimredneri,3
jimredn,,nan
jimre,,nan
jimred,,nan
ji,jinsi,17
jimredne,jimredneri,1
sh,,nan
shan,shanus,2
shan,shanensis,1
shangr,,nan
shangri,,nan
sha,shanensis,2
s,shanensis,10
sha,shanensis,2
shangrila,shangrila,12
s,shanensis,2
nelli,nelli,1
ne,,nan
nel,,nan
ne,,nan
nell,,nan
ne,,nan
n,,nan
nell,,nan
ne,,nan
ne,,nan
v,villa,2
vega,vega,1
v,villa,1
ve,venda,10
veg,,nan
veg,,nan
vegas,vegas,1
veg,,nan
vega,vega,1
vegas,vegas,1
pugi,,nan
pugilis,pugilis,1
pug,,nan
pugilis,pugilis,1
pug,,nan
pu,pula,3
pugi,,nan
p,pago,4
pugilis,pugilis,1
pu,pula,2
ku,,nan
kugitangi,,nan
k,kenti,7
kug,,nan
kugitangic,kugitangica,1
kugitangica,kugitangica,1
kugitan,,nan
kugit,,nan
kugita,,nan
kugitang,,nan
se,seri,9
semili,,nan
semilimba,,nan
sem,,nan
semil,,nan
semilimbat,semilimbatus,3
semi,,nan
semilimb,,nan
semilim,,nan
s,si,3
mura,mura,1
mur,,nan
muralico,muralicola,1
muralicol,muralicola,1
muralic,,nan
m,marinae,4
murali,muralis,1
mu,,nan
mural,,nan
muralicola,muralicola,1
sche,,nan
schen,,nan
schen,,nan
schenke,,nan
schenke,,nan
schenke,,nan
schen,,nan
sche,,nan
schenkel,schenkeli,1
s,spinosa,7
pseudovagans,pseudovagans,1
pseud,,nan
pseudova,,nan
pseudovag,,nan
pseudov,,nan
pseudovaga,,nan
pseudovagan,,nan
pseu,,nan
pse,,nan
ps,,nan
a,ana,3
aos,,nan
ao,,nan
aosen,,nan
a,anna,1
aos,,nan
aosen,,nan
aos,,nan
aos,,nan
aosen,,nan
tigr,tigra,1
tig,,nan
tigr,,nan
tig,,nan
tigre,tigre,2
tig,,nan
ti,tina,3
ti,tina,3
tig,,nan
tigre,tigre,3
mene,,nan
menemer,,nan
menemere,,nan
meneme,,nan
men,,nan
menemerella,menemerella,1
menemerel,menemerella,19
menemerell,menemerella,2
me,merina,6
menem,,nan
athl,,nan
athleticu,athleticus,4
ath,,nan
athletic,athleticus,2
at,ata,1
a,an,11
athle,,nan
athleticus,athleticus,1
athlet,athleta,5
athleti,,nan
apot,,nan
apotheti,apothetica,3
a,ana,1
apoth,,nan
apothetic,apothetica,1
apothetica,apothetica,1
apothet,,nan
apothe,,nan
ap,,nan
apo,apo,1
niphoco,,nan
niphocosm,niphocosmum,8
niphocosmum,niphocosmum,1
niphoc,,nan
niphocos,,nan
nipho,,nan
niphocosmu,niphocosmum,4
n,notata,5
nip,,nan
ni,,nan
zabalet,,nan
zabalet,,nan
z,,nan
zaba,zaba,1
zabaleta,zabaleta,1
zabalet,,nan
zabale,,nan
zabal,,nan
zabaleta,zabaleta,18
zabalet,,nan
bra,,nan
br,,nan
branta,branta,6
br,,nan
br,,nan
b,bergi,15
bra,,nan
bra,,nan
branta,branta,10
bra,,nan
fu,,nan
furcu,furcula,10
furculo,furculosus,3
f,fuscus,1
furculos,furculosus,1
furculosu,furculosus,1
furc,furca,1
furcul,furcula,1
furculosus,furculosus,1
fur,fur,1
yas,yashanensis,11
yasu,,nan
yas,yasi,2
yasudai,yasudai,1
yas,,nan
yas,yasi,10
yasud,,nan
yasu,,nan
ya,,nan
yasudai,yasudai,1
t,tinctus,1
tinalandi,,nan
tinal,,nan
tinala,,nan
tinaland,,nan
tinalandia,tinalandia,1
tina,tina,1
ti,tina,3
tinalan,,nan
tin,tina,3
plan,plana,4
pla,,nan
planu,planus,1
plan,plana,2
planu,planum,1
pla,,nan
pl,,nan
planus,planus,1
planus,planus,1
plan,planus,1
fl,,nan
flavifr,,nan
flavi,,nan
flav,flava,5
flavifron,flavifrons,1
fla,flava,19
flavifrons,flavifrons,1
flavif,,nan
f,fuscum,14
flavifro,flavifrons,1
r,rio,6
rio,rio,11
ri,,nan
rio,rio,7
ri,,nan
rio,rio,1
ri,,nan
ri,rita,19
rio,rio,2
ri,,nan
robertoi,robertoi,1
rober,,nan
robe,roberti,19
roberto,,nan
robe,,nan
r,rua,4
robertoi,robertoi,1
ro,,nan
ro,,nan
robert,roberti,1
la,la,1
laura,laura,2
laura,laura,1
laura,laura,1
lau,lauta,14
laura,laurae,1
l,lea,3
l,lobatus,2
laur,,nan
laur,,nan
fur,fur,2
fu,,nan
furcatella,furcatella,1
furca,furcata,1
furcate,furcatella,4
furcatel,furcatella,1
f,fera,3
furcatell,furcatella,2
furc,furca,2
furcat,furcata,1
rem,,nan
reme,,nan
remed,,nan
remed,,nan
remediu,remedius,3
remedi,,nan
remedius,remedius,1
re,,nan
re,,nan
remedi,,nan
m,manni,6
mit,mita,1
mitific,mitificus,1
mitific,mitifica,1
mitifi,mitifica,2
mitifica,mitifica,1
mi,minae,1
mit,mita,1
mitif,,nan
mitifi,mitificus,2
a,ana,12
armatissimu,armatissimus,1
armatiss,armatissimus,1
ar,,nan
armatissimus,armatissimus,1
arma,,nan
armatis,,nan
armati,,nan
armat,armatus,5
armatissim,armatissimus,1
uzag,uzaga,3
uzaga,uzaga,1
uza,,nan
uza,,nan
uzaga,uzaga,1
uza,,nan
uzaga,uzaga,1
uzaga,uzaga,1
uz,,nan
u,ura,9
bi,bina,8
bic,,nan
b,boa,5
bicurvata,bicurvata,1
bicurvata,bicurvata,1
bicur,,nan
bicu,,nan
bicur,,nan
bicu,,nan
bicur,,nan
signiventr,signiventris,1
signiv,,nan
sig,signata,7
signivent,signiventris,4
signi,,nan
s,si,1
signiventris,signiventris,1
sign,signatus,1
si,si,1
signiven,signiventris,10
demerara,demerarae,14
demer,,nan
demerarae,demerarae,1
deme,,nan
demerara,demerarae,8
dem,,nan
demer,,nan
demerara,demerarae,2
demerar,,nan
d,diana,7
shuquiang,,nan
s,scottae,16
shuquian,,nan
shu,,nan
shuqui,,nan
shuquiangli,shuquianglii,4
shuquia,,nan
shuqu,,nan
shuquiangl,shuquianglii,20
sh,shanensis,17
warden,wardeni,5
warden,wardeni,6
w,wa,1
wardeni,wardeni,1
wardeni,wardeni,2
wardeni,wardeni,1
w,wa,11
war,,nan
warden,wardeni,4
wardeni,wardeni,3
i,ira,6
isla,,nan
islamita,islamita,6
islami,islamita,20
is,,nan
islami,,nan
isla,isla,11
isl,isla,2
islam,,nan
islam,,nan
puc,,nan
pucu,,nan
p,pula,6
pucuna,pucuna,1
pucuna,pucuna,1
p,ping,7
pucun,pucuna,8
puc,,nan
puc,,nan
pu,pula,1
misch,mischi,3
mis,,nan
mi,mi,1
m,montanus,1
misch,mischi,2
misch,mischi,1
mis,,nan
mis,,nan
misc,,nan
m,marginatus,1
semicastaneus,semicastaneus,1
semicastane,semicastaneus,1
semic,semicana,6
sem,,nan
semicas,,nan
semicastaneu,semicastaneus,1
s,scriptus,6
semica,,nan
semi,,nan
semicastan,,nan
ar,,nan
ara,,nan
ara,,nan
arawak,arawak,1
ar,,nan
arawakan,arawakan,1
araw,arawa,1
arawa,arawa,1
arawak,arawak,2
a,ana,1
heizerensi,heizerensis,1
h,hamatus,4
heizerensis,heizerensis,1
he,,nan
heiz,,nan
hei,,nan
heizere,heizerensis,1
heize,,nan
heizerens,heizerensis,1
heizer,,nan
orph,,nan
orpheu,orpheus,1
orp,,nan
orphe,,nan
or,ora,4
o,osa,14
orp,,nan
orph,,nan
orph,,nan
orp,,nan
hamaens,hamaensis,1
hamaen,hamaensis,1
hama,hamata,9
hamaen,hamaensis,1
ham,hamaensis,5
hamaens,hamaensis,1
hamaen,hamaensis,1
ham,,nan
h,harti,2
hamae,,nan
pi,pinta,2
pi,pius,1
pictipe,pictipes,1
pictipes,pictipes,1
picti,,nan
pictipe,pictipes,2
pictipes,pictipes,1
pict,picta,1
pictip,pictipes,1
p,pecki,4
torsivoide,torsivoides,1
t,tuberculatus,8
torsivoid,torsivoides,1
torsi,,nan
torsivo,torsivoides,6
tor,,nan
torsivoi,torsivoides,3
tors,,nan
torsivoides,torsivoides,1
torsiv,torsiva,8
nicolas,,nan
nicolas,,nan
n,no,13
nicol,,nan
nic,nica,9
nic,nica,2
nicola,,nan
nico,,nan
nicolasi,,nan
nico,,nan
auctif,,nan
auctificus,auctificus,1
au,,nan
a,armatus,3
auctifi,auctificus,1
auctificu,auctificus,1
aucti,,nan
auc,,nan
auct,,nan
auctific,auctificus,1
m,maculatus,4
melliss,mellissi,1
mellissi,,nan
mellissi,mellissi,13
mellissi,,nan
mellis,,nan
me,,nan
mell,,nan
melli,,nan
mellis,,nan
garrafensis,garrafensis,1
garra,,nan
garrafen,garrafensis,1
ga,,nan
garr,,nan
g,guaraque,2
garraf,garrafensis,1
garrafe,garrafensis,3
gar,,nan
garrafensi,garrafensis,1
okor,,nan
okoros,,nan
okorosav,okorosave,2
oko,,nan
okorosav,okorosave,2
okorosav,okorosave,9
okorosa,,nan
okorosa,,nan
okoro,,nan
ok,,nan
anom,,nan
anomid,anomid,14
an,angra,13
anomi,,nan
anom,,nan
an,an,9
anom,,nan
ano,,nan
anomid,,nan
ano,,nan
c,cha,1
cress,cressa,1
cressa,cressa,3
cr,crica,3
cres,,nan
c,cha,2
cress,cressa,1
cress,cressa,1
cress,cressa,1
cr,crica,2
sin,sinensis,9
s,si,9
si,si,1
sino,,nan
si,si,1
sino,,nan
sino,,nan
sinop,,nan
si,si,1
sin,,nan
trico,,nan
tricol,,nan
t,tuberculatus,18
tricoloripes,tricoloripes,1
tricoloripe,tricoloripes,1
tricolorip,tricoloripes,1
tr,,nan
tricolori,,nan
tricolor,tricolor,2
tri,,nan
rufi,rufi,4
ru,,nan
r,rica,5
rufisque,rufisquei,2
ru,,nan
rufi,rufi,3
ruf,rufi,1
ru,,nan
rufisque,rufisquei,2
ruf,rufi,2
scapulat,scapulatus,1
scapula,scapula,1
scapul,scapula,3
sc,,nan
scapulatus,scapulatus,1
scap,,nan
sca,,nan
s,shanensis,1
scapu,,nan
scapulatu,scapulatus,1
matura,,nan
m,mula,5
maturata,maturata,1
ma,mala,13
ma,mala,6
matur,,nan
matur,,nan
matur,,nan
matur,,nan
matu,,nan
cor,,nan
cornifr,cornifrons,1
corn,cornis,2
cornifrons,cornifrons,1
cornifron,cornifrons,1
cornif,,nan
co,,nan
c,cha,6
corni,cornis,1
cornifro,cornifrons,1
mon,,nan
monacan,,nan
monacanthu,monacanthum,2
monacanth,monacanthum,16
monac,,nan
mo,,nan
mona,mona,1
monacanthum,monacanthum,1
monacant,,nan
m,maculatus,3
c,cha,4
cyanog,,nan
cyanognathus,cyanognathus,1
cyanognat,cyanognathus,1
cyan,,nan
cy,,nan
cyanognath,cyanognatha,1
cyano,,nan
cyanogna,cyanognatha,1
cyanogn,cyanognatha,1
min,,nan
minus,,nan
m,maculatus,3
mi,mi,2
minusculu,minusculus,1
minuscu,,nan
minuscul,minuscula,1
minusculus,minusculus,1
minusc,minuscula,7
minu,,nan
ariadnae,ariadnae,1
ariadn,ariadnae,1
aria,,nan
ar,,nan
ariadna,ariadnae,1
ariadnae,ariadnae,1
ariad,,nan
ariadn,ariadnae,5
ari,,nan
a,anta,5
qua,,nan
quadrivulv,,nan
quadr,,nan
quadrivulvat,quadrivulvata,7
quadrivulva,,nan
qu,,nan
quadrivu,,nan
quad,,nan
quadrivulvata,quadrivulvata,1
quadrivul,quadrivulvata,11
vi,villa,1
vis,vis,1
v,vittata,2
vi,vilis,5
vi,vis,2
vi,vis,1
visit,,nan
visite,,nan
visi,,nan
v,virens,3
d,dentatus,1
dag,,nan
dagostin,,nan
dagosti,,nan
da,day,11
dago,,nan
dagostinae,dagostinae,1
dagost,,nan
dagostina,,nan
dagos,,nan
cultri,,nan
cultridens,cultridens,6
cultride,,nan
cultr,cultrata,4
cul,,nan
c,chota,6
cult,culta,1
cultrid,,nan
cu,,nan
cultriden,cultridens,3
zeb,,nan
zebrin,zebrinus,1
zebrina,zebrina,1
z,,nan
zebrina,zebrina,1
zebrina,zebrina,1
zebrina,zebrina,1
zebrin,zebrinus,1
zeb,,nan
zebrina,zebrina,1
fai,,nan
faisalabadens,faisalabadensis,1
f,fissus,5
faisalabadensi,faisalabadensis,1
faisal,,nan
faisalabade,faisalabadensis,1
faisalabad,faisalabadensis,7
faisalabaden,faisalabadensis,1
faisa,,nan
fa,,nan
curv,curvus,1
curvilinea,curvilineatus,2
curvil,,nan
curvili,,nan
curvilineatu,curvilineatus,1
curvilineatus,curvilineatus,1
curviline,curvilineatus,2
cur,curvus,17
curvi,curvitarsis,1
cu,,nan
phaeo,,nan
phae,,nan
phaeoch,,nan
ph,,nan
p,punctata,15
phaeoc,phaeocephalus,5
phaeochor,,nan
phaeocho,,nan
pha,,nan
phaeochorda,phaeochorda,1
crassi,,nan
crassibulb,crassibulba,10
c,chico,9
crassibul,,nan
crassibu,,nan
cra,,nan
cras,crassus,3
crassib,,nan
crass,crassa,1
crassibulba,crassibulba,1
longicymbiali,longicymbialis,1
longi,,nan
l,longa,6
longic,,nan
longicymbia,longicymbia,1
longicymbial,longicymbialis,1
lon,longensis,7
lo,,nan
longicym,,nan
long,longa,5
orin,orinus,2
o,osa,17
orine,,nan
ori,orion,16
orin,orina,1
orin,orina,1
o,,nan
o,osa,5
orine,,nan
orines,orines,1
nig,niger,1
nigricu,nigricula,1
nigricula,nigricula,1
nigr,nigra,2
ni,,nan
nigric,nigriculus,9
nigric,nigricula,1
nigricula,nigricula,1
nigr,nigra,1
nigricul,nigricula,2
cor,,nan
co,cor,20
corticeus,corticeus,1
cortic,,nan
corticeu,corticeus,1
corticeus,corticeus,1
c,chico,2
c,chica,1
corti,,nan
corticeus,corticeus,1
dod,,nan
dod,dodo,4
do,,nan
dod,,nan
dodo,,nan
do,,nan
do,,nan
d,dong,13
d,dentata,1
dodo,,nan
sidel,sidella,3
sidella,sidella,1
sid,,nan
s,shanensis,4
sidel,sidella,1
sidella,sidella,1
sidell,sidella,2
side,,nan
sidell,sidella,12
s,shanensis,6
l,lineata,5
lasal,,nan
lasalana,lasalana,1
la,la,1
l,lineatus,1
la,la,1
las,,nan
lasalan,lasalana,1
las,,nan
lasalana,lasalana,1
flab,,nan
flabellatu,flabellatus,1
fl,,nan
f,fasciatus,6
flabellatus,flabellatus,1
flabell,flabelli,1
flabellat,flabellatus,1
flabella,flabella,1
flabel,flabelli,6
fla,,nan
anjozor,,nan
anjozoro,,nan
anjoz,,nan
anjozorobe,anjozorobe,2
anjo,anjo,1
a,acrensis,4
anjozorob,anjozorobe,2
anj,,nan
an,ana,1
anjozo,,nan
evan,,nan
evans,evansi,4
ev,evae,18
evansi,evansi,1
ev,evae,5
evan,,nan
eva,evae,1
ev,evae,5
e,,nan
evan,,nan
dean,,nan
de,,nan
de,dea,18
deang,,nan
deang,,nan
d,dong,13
dean,,nan
deangia,deangia,6
dea,dea,1
dea,dea,1
seve,,nan
sevegn,,nan
sevegnaniae,sevegnaniae,1
se,seri,1
sevegna,,nan
s,si,10
sevegnan,,nan
sev,,nan
sevegnania,sevegnaniae,1
seveg,,nan
rubripl,,nan
rubriple,,nan
r,rica,3
rubrip,rubripes,2
ru,,nan
rub,rubus,15
rubri,,nan
rubripleur,rubripleura,1
rubr,rubrum,17
rubripleura,rubripleura,1
watari,watari,2
w,,nan
wa,wa,1
wat,,nan
watari,watari,1
watarii,watarii,1
watar,watari,2
watarii,watarii,1
watarii,watarii,1
watarii,watarii,1
p,pico,1
pseudoferrugine,pseudoferruginea,1
pseu,,nan
pse,,nan
pseudofe,,nan
pseudoferrugin,pseudoferruginea,4
pseudoferrugi,pseudoferruginea,3
pseudoferrug,pseudoferruginea,11
pseudo,,nan
pseudof,,nan
vainuia,vainuia,1
va,,nan
vainuia,vainuia,1
vainui,,nan
vainu,,nan
v,valle,8
vainuia,vainuia,1
va,,nan
va,,nan
vainuia,vainuia,2
alpi,,nan
alpig,,nan
al,ala,2
alpigen,alpigena,3
alpigenoi,alpigenoides,1
alpige,,nan
alpigeno,alpigenoides,1
a,anna,2
alp,,nan
alpigenoides,alpigenoides,1
rastru,,nan
r,rama,11
rast,,nan
ras,ras,1
rastrum,rastrum,1
rastrum,rastrum,1
rast,rasti,10
r,rostra,7
ra,,nan
rast,,nan
paucisp,paucispina,1
pauc,,nan
pauci,,nan
p,pira,2
paucispina,paucispina,2
pau,pau,1
pa,pala,6
paucispi,paucispina,1
paucis,,nan
paucispin,paucispina,3
hip,,nan
hip,,nan
hip,,nan
hippi,hippie,4
hippie,hippie,10
hippi,,nan
hipp,,nan
h,hamatus,9
h,haria,15
hippie,,nan
b,bonda,7
bal,balu,6
baline,,nan
b,bergi,1
balin,,nan
bali,bali,1
ba,bani,2
bali,bali,1
b,bergi,1
baline,balinensis,5
l,longa,8
laniu,lanius,1
lani,,nan
laniu,lanius,1
laniu,lanius,1
la,la,1
laniu,lanius,1
laniu,lanius,1
la,la,1
lan,lana,8
lyug,,nan
lyugadinu,lyugadinus,1
l,liana,2
lyugadin,lyugadinus,3
lyuga,,nan
ly,,nan
lyugad,,nan
lyugadinus,lyugadinus,1
lyu,,nan
lyugadi,,nan
tenebrosus,tenebrosus,1
tenebro,tenebrosa,4
ten,,nan
te,tena,10
tenebr,tenebrosus,3
tene,,nan
teneb,tenebrosus,9
t,tulum,9
tenebrosu,tenebrosus,1
tenebros,tenebrosus,1
guangxicu,guangxicus,1
guangxic,guangxicus,2
gu,gus,4
g,grothi,10
gua,guan,15
guangx,guangxian,1
guangxi,guangxi,2
guangxicus,guangxicus,1
guan,guan,15
guang,,nan
s,si,2
sa,sana,3
sara,sarae,6
sarahcrewsae,sarahcrewsae,1
sarahc,,nan
sarahcrew,,nan
sarahcr,,nan
sarahcrews,,nan
sarahcre,,nan
sar,sarae,11
cuneatu,cuneatus,1
cun,,nan
cun,,nan
cu,,nan
cunea,,nan
c,chico,8
cunea,cuneatus,14
cune,,nan
cune,,nan
cuneatus,cuneatus,1
coottha,coottha,1
coott,,nan
coo,,nan
co,cor,5
c,cheni,5
cootth,coottha,2
cootth,coottha,1
coo,,nan
coott,,nan
cootth,coottha,1
blanc,blanci,1
bl,,nan
bl,,nan
blanc,blanco,4
bla,blas,5
bla,,nan
bla,blanci,6
blanco,blanco,16
b,bergi,5
b,bergi,8
valqu,,nan
va,,nan
valquiri,,nan
valq,,nan
valquir,,nan
valqu,,nan
val,vali,1
valquiri,,nan
va,,nan
v,villa,2
lacte,lacteus,12
lac,,nan
lact,lacta,1
lac,lacka,12
la,la,2
lacteus,lacteus,1
lacteus,lacteus,2
lacteus,lacteus,3
lacte,lacteus,17
l,linea,3
consuelo,consuelo,1
consue,,nan
con,concavus,5
c,cha,4
consuel,,nan
consuelo,consuelo,1
consuelo,consuelo,1
co,,nan
cons,,nan
con,cona,7
schubo,,nan
sc,,nan
schub,,nan
schubotzi,schubotzi,1
sch,,nan
sc,,nan
sc,,nan
schubotzi,schubotzi,1
schubo,,nan
sc,,nan
dep,,nan
depunct,,nan
depunc,depuncta,3
d,dea,1
de,,nan
depunct,,nan
de,,nan
dep,depressus,2
de,,nan
depunct,,nan
yacuiens,yacuiensis,1
yacuiensis,yacuiensis,1
yacuien,yacuiensis,1
yacuiensi,yacuiensis,1
y,yi,2
yacuie,yacuiensis,1
yacui,yacui,1
ya,,nan
yacu,,nan
yac,,nan
kopo,,nan
koponeni,koponeni,1
kopon,,nan
kopone,,nan
kopon,,nan
kopon,,nan
kopo,,nan
kop,,nan
kopone,,nan
k,kiana,1
per,persica,7
per,perus,3
pe,,nan
p,phanus,7
perc,,nan
pe,,nan
pe,,nan
percy,,nan
perc,,nan
per,perus,9
dunstani,dunstani,1
dunstani,dunstani,7
dunsta,dunstani,5
dun,,nan
dunstani,dunstani,5
dun,,nan
dunst,dunstani,5
dun,,nan
d,dentatus,1
dun,,nan
fuscoma,fuscomaculatum,2
fusco,,nan
fuscomaculatum,fuscomaculatum,1
fuscomacul,,nan
fuscom,,nan
fuscomaculatu,,nan
fuscomac,fuscomaculatum,1
fuscomacu,fuscomaculatum,15
fuscomacula,,nan
fuscomaculat,,nan
st,stani,5
str,,nan
strab,,nan
stra,,nan
stra,,nan
s,sura,1
strab,,nan
straba,straba,1
strab,,nan
str,strix,10
palik,,nan
palikea,palikea,3
palikea,palikea,3
p,punctatus,4
pal,pala,1
pa,,nan
pal,pala,2
pa,,nan
palike,,nan
pal,pala,1
xiq,,nan
xiquanens,xiquanensis,1
xiqua,,nan
xiqu,,nan
xi,,nan
xiquane,xiquanensis,1
xiquanen,xiquanensis,1
xiquanensis,xiquanensis,1
x,xianensis,3
xiquanensi,xiquanensis,1
zang,,nan
zanghe,,nan
zan,,nan
zan,,nan
zan,,nan
zang,,nan
zangherii,zangherii,1
zang,,nan
zang,,nan
zang,,nan
trima,,nan
trim,,nan
tr,,nan
tri,,nan
tri,,nan
t,tata,6
t,tulum,10
trima,,nan
tr,,nan
t,tuberculata,11
coe,,nan
c,cha,5
c,chincha,6
coen,,nan
c,chincha,2
coeno,,nan
coe,,nan
coeno,,nan
coenosa,coenosa,1
coeno,,nan
simoni,simoni,1
si,si,1
simonis,simonis,1
simonis,simonis,1
simoni,simoni,1
simoni,simoni,1
simo,,nan
simon,simoni,2
si,si,1
sim,sima,1
b,bergi,7
bimucronatu,bimucronatus,1
bimucronatus,bimucronatus,1
bi,bin,4
bimucr,,nan
bimu,,nan
bimucrona,,nan
bimucron,,nan
bimuc,,nan
bimucro,,nan
de,,nan
dem,,nan
demersa,demersa,1
demersa,demersa,12
demer,,nan
dem,,nan
d,dea,6
dem,,nan
deme,,nan
de,,nan
altim,altima,2
alt,alto,9
altimontan,altimontanus,4
altimo,,nan
altimon,altimontana,6
altimont,altimontana,1
al,ala,2
altimontanu,altimontanus,1
altimonta,altimontana,1
a,an,14
ha,,nan
haplotar,haplotarsa,3
h,hui,11
haplota,,nan
haplotars,haplotarsa,1
haplo,,nan
haplot,,nan
hap,,nan
haplotarsa,haplotarsa,2
hapl,,nan
akha,,nan
a,an,2
akh,,nan
akh,,nan
akhanii,akhanii,1
a,an,7
akhan,,nan
a,alma,1
akhani,,nan
a,ala,9
calcitr,,nan
calcitrans,calcitrans,1
calci,,nan
c,chayi,6
calcitra,,nan
ca,,nan
calcitran,calcitrans,5
calc,,nan
calcit,,nan
cal,cala,3
she,shei,11
s,shanensis,15
she,,nan
s,shanensis,2
she,,nan
she,,nan
sheba,sheba,1
s,shanensis,7
sh,shanensis,13
sh,shanensis,4
alp,,nan
alpinu,alpinus,1
alp,,nan
alpinus,alpinus,1
alpin,alpina,1
alpinus,alpinus,1
a,ana,1
alpinus,alpinus,1
alp,,nan
alpinus,alpinus,1
vassununga,vassununga,1
vass,,nan
vassunung,vassununga,1
vassunu,vassununga,1
vassu,,nan
vassunun,vassununga,13
vas,,nan
v,villa,1
va,,nan
vassun,,nan
p,punctatus,8
po,poya,14
pougnet,pougneti,1
pou,,nan
pougneti,pougneti,1
pougne,,nan
pougne,,nan
poug,,nan
p,punctata,7
pougneti,pougneti,1
pe,,nan
p,pura,5
pen,,nan
pen,pena,1
pentodon,pentodon,1
pentodo,,nan
pentod,,nan
pentodon,pentodon,1
pentod,,nan
pe,,nan
flavocin,flavocincta,1
flavo,flavostriatus,2
flavoci,,nan
flavoc,flavocephala,4
flavocinct,flavocincta,1
flav,flava,5
fl,,nan
f,foliatus,4
fla,,nan
flavocincta,flavocincta,1
gibber,,nan
gibb,gibba,2
g,giga,1
gibbe,,nan
gibber,,nan
gi,,nan
gibber,,nan
gibber,gibber,3
g,gubin,14
gi,ginae,12
se,seri,13
seneg,senegalensis,7
senegalensis,senegalensis,1
senegalensi,senegalensis,1
sene,,nan
sen,,nan
senegalens,senegalensis,1
s,si,5
senegal,senegalensis,3
senegale,senegalensis,1
katy,,nan
katy,,nan
ka,,nan
kat,katanga,11
kat,,nan
k,kei,10
katy,katyae,16
katya,katyae,8
ka,kai,10
kat,kati,10
f,foliata,8
flora,flora,1
flor,,nan
flora,flora,1
flo,flora,1
fl,,nan
flor,,nan
fl,,nan
flora,flora,1
flora,flora,1
p,parma,18
pelz,,nan
pelze,,nan
pel,,nan
pelzel,,nan
pel,pelia,13
pe,,nan
pelzel,,nan
pelzelni,pelzelni,1
pelzel,,nan
pon,,nan
ponan,,nan
pon,,nan
pona,,nan
po,poya,3
ponanga,ponanga,1
ponang,ponanga,4
pona,,nan
ponan,,nan
ponan,,nan
hippore,,nan
hi,,nan
hipp,,nan
hip,,nan
hipporeg,,nan
hippo,,nan
h,hamatus,15
hipporegia,hipporegia,3
hippor,,nan
hipporegi,hipporegia,6
j,jara,17
jimredneri,jimredneri,1
jimr,,nan
jim,jima,2
jimredner,jimredneri,1
jimredn,,nan
jimre,,nan
jimred,,nan
ji,,nan
jimredne,,nan
sh,,nan
shan,shanensis,4
shan,shanensis,1
shangr,,nan
shangri,,nan
sha,shanensis,2
s,shanensis,2
sha,shanensis,2
shangrila,shangrila,6
s,si,2
nelli,nelli,1
ne,,nan
nel,,nan
ne,,nan
nell,,nan
ne,,nan
n,notatus,7
nell,nelli,20
ne,,nan
ne,,nan
v,villa,14
vega,vega,1
v,vittata,13
ve,,nan
veg,,nan
veg,vega,10
vegas,vegas,1
veg,vega,3
vega,vega,1
vegas,vegas,1
pugi,,nan
pugilis,pugilis,1
pug,,nan
pugilis,pugilis,1
pug,,nan
pu,pula,1
pugi,,nan
p,pura,5
pugilis,pugilis,1
pu,pula,1
ku,kui,20
kugitangi,,nan
k,kai,2
kug,,nan
kugitangic,kugitangica,12
kugitangica,kugitangica,1
kugitan,,nan
kugit,,nan
kugita,,nan
kugitang,,nan
se,seri,6
semili,,nan
semilimba,,nan
sem,,nan
semil,,nan
semilimbat,,nan
semi,,nan
semilimb,,nan
semilim,,nan
s,si,1
mura,mura,1
mur,mura,10
muralico,muralicola,1
muralicol,muralicola,1
muralic,,nan
m,manni,2
murali,muralis,1
mu,muli,5
mural,,nan
muralicola,muralicola,1
sche,,nan
schen,,nan
schen,,nan
schenke,,nan
schenke,,nan
schenke,,nan
schen,,nan
sche,,nan
schenkel,schenkeli,1
s,saccatus,3
pseudovagans,pseudovagans,1
pseud,,nan
pseudova,,nan
pseudovag,,nan
pseudov,,nan
pseudovaga,,nan
pseudovagan,pseudovagans,10
pseu,,nan
pse,,nan
ps,,nan
a,anta,1
aos,,nan
ao,,nan
aosen,,nan
a,ana,2
aos,,nan
aosen,,nan
aos,,nan
aos,,nan
aosen,,nan
tigr,tigre,14
tig,,nan
tigr,,nan
tig,,nan
tigre,tigre,1
tig,,nan
ti,tinus,3
ti,tina,17
tig,tiganus,4
tigre,tigre,1
mene,,nan
menemer,,nan
menemere,,nan
meneme,,nan
men,mengei,16
menemerella,menemerella,1
menemerel,menemerella,19
menemerell,menemerella,1
me,merina,4
menem,,nan
athl,,nan
athleticu,athleticus,1
ath,,nan
athletic,athleticus,7
at,ata,1
a,an,3
athle,,nan
athleticus,athleticus,1
athlet,athleta,2
athleti,,nan
apot,,nan
apotheti,,nan
a,aya,13
apoth,,nan
apothetic,apothetica,1
apothetica,apothetica,1
apothet,apothetica,2
apothe,,nan
ap,apa,5
apo,apo,1
niphoco,,nan
niphocosm,niphocosmum,3
niphocosmum,niphocosmum,1
niphoc,,nan
niphocos,,nan
nipho,,nan
niphocosmu,niphocosmum,2
